Source,Target,Weight,Type
federalist,federalist_1,15,undirected
federalist,federalist_10,15,undirected
federalist,federalist_11,15,undirected
federalist,federalist_12,19,undirected
federalist,federalist_13,11,undirected
federalist,federalist_14,17,undirected
federalist,federalist_15,18,undirected
federalist,federalist_16,15,undirected
federalist,federalist_17,17,undirected
federalist,federalist_18,5,undirected
federalist,federalist_19,9,undirected
federalist,federalist_2,13,undirected
federalist,federalist_20,10,undirected
federalist,federalist_21,16,undirected
federalist,federalist_22,35,undirected
federalist,federalist_23,14,undirected
federalist,federalist_24,15,undirected
federalist,federalist_25,18,undirected
federalist,federalist_26,18,undirected
federalist,federalist_27,14,undirected
federalist,federalist_28,17,undirected
federalist,federalist_29,16,undirected
federalist,federalist_3,8,undirected
federalist,federalist_30,18,undirected
federalist,federalist_31,18,undirected
federalist,federalist_32,5,undirected
federalist,federalist_33,16,undirected
federalist,federalist_34,18,undirected
federalist,federalist_35,18,undirected
federalist,federalist_36,18,undirected
federalist,federalist_37,18,undirected
federalist,federalist_38,17,undirected
federalist,federalist_39,17,undirected
federalist,federalist_4,1,undirected
federalist,federalist_40,16,undirected
federalist,federalist_41,23,undirected
federalist,federalist_42,18,undirected
federalist,federalist_43,17,undirected
federalist,federalist_44,18,undirected
federalist,federalist_45,14,undirected
federalist,federalist_46,16,undirected
federalist,federalist_47,15,undirected
federalist,federalist_48,17,undirected
federalist,federalist_49,18,undirected
federalist,federalist_5,3,undirected
federalist,federalist_50,10,undirected
federalist,federalist_51,12,undirected
federalist,federalist_52,18,undirected
federalist,federalist_53,17,undirected
federalist,federalist_54,15,undirected
federalist,federalist_55,17,undirected
federalist,federalist_56,15,undirected
federalist,federalist_57,16,undirected
federalist,federalist_58,18,undirected
federalist,federalist_59,16,undirected
federalist,federalist_6,13,undirected
federalist,federalist_60,17,undirected
federalist,federalist_61,13,undirected
federalist,federalist_62,16,undirected
federalist,federalist_63,20,undirected
federalist,federalist_64,14,undirected
federalist,federalist_65,16,undirected
federalist,federalist_66,18,undirected
federalist,federalist_67,14,undirected
federalist,federalist_68,17,undirected
federalist,federalist_69,15,undirected
federalist,federalist_7,15,undirected
federalist,federalist_70,18,undirected
federalist,federalist_71,15,undirected
federalist,federalist_72,16,undirected
federalist,federalist_73,17,undirected
federalist,federalist_74,12,undirected
federalist,federalist_75,12,undirected
federalist,federalist_76,17,undirected
federalist,federalist_77,16,undirected
federalist,federalist_78,18,undirected
federalist,federalist_79,15,undirected
federalist,federalist_8,17,undirected
federalist,federalist_80,15,undirected
federalist,federalist_81,18,undirected
federalist,federalist_82,7,undirected
federalist,federalist_83,23,undirected
federalist,federalist_84,20,undirected
federalist,federalist_85,16,undirected
federalist,federalist_9,15,undirected
federalist_1,federalist,15,undirected
federalist_1,federalist_14,2,undirected
federalist_1,federalist_22,5,undirected
federalist_1,federalist_36,2,undirected
federalist_1,federalist_79,1,undirected
federalist_1,federalist_84,5,undirected
federalist_1,federalist_85,7,undirected
federalist_10,federalist,15,undirected
federalist_10,federalist_37,4,undirected
federalist_10,federalist_41,2,undirected
federalist_10,federalist_51,1,undirected
federalist_10,federalist_53,1,undirected
federalist_10,federalist_57,1,undirected
federalist_10,federalist_62,11,undirected
federalist_10,federalist_63,1,undirected
federalist_10,federalist_72,1,undirected
federalist_11,federalist,15,undirected
federalist_11,federalist_12,16,undirected
federalist_11,federalist_13,6,undirected
federalist_11,federalist_15,3,undirected
federalist_11,federalist_22,6,undirected
federalist_11,federalist_4,3,undirected
federalist_11,federalist_5,9,undirected
federalist_11,federalist_56,4,undirected
federalist_11,federalist_6,8,undirected
federalist_11,federalist_60,2,undirected
federalist_11,federalist_7,19,undirected
federalist_11,federalist_77,1,undirected
federalist_11,federalist_8,3,undirected
federalist_12,federalist,19,undirected
federalist_12,federalist_11,16,undirected
federalist_12,federalist_21,5,undirected
federalist_12,federalist_22,4,undirected
federalist_12,federalist_34,4,undirected
federalist_12,federalist_35,2,undirected
federalist_12,federalist_36,3,undirected
federalist_12,federalist_37,3,undirected
federalist_12,federalist_56,1,undirected
federalist_12,federalist_6,1,undirected
federalist_12,federalist_7,6,undirected
federalist_12,federalist_8,15,undirected
federalist_12,federalist_9,2,undirected
federalist_13,federalist,11,undirected
federalist_13,federalist_11,6,undirected
federalist_13,federalist_22,3,undirected
federalist_13,federalist_29,4,undirected
federalist_13,federalist_35,1,undirected
federalist_13,federalist_55,3,undirected
federalist_13,federalist_72,2,undirected
federalist_13,federalist_75,6,undirected
federalist_14,federalist,17,undirected
federalist_14,federalist_1,2,undirected
federalist_14,federalist_23,3,undirected
federalist_14,federalist_37,9,undirected
federalist_14,federalist_41,12,undirected
federalist_14,federalist_43,1,undirected
federalist_14,federalist_51,1,undirected
federalist_14,federalist_57,6,undirected
federalist_14,federalist_58,1,undirected
federalist_14,federalist_63,1,undirected
federalist_15,federalist,18,undirected
federalist_15,federalist_11,3,undirected
federalist_15,federalist_17,6,undirected
federalist_15,federalist_2,2,undirected
federalist_15,federalist_21,5,undirected
federalist_15,federalist_22,19,undirected
federalist_15,federalist_36,1,undirected
federalist_15,federalist_8,1,undirected
federalist_16,federalist,15,undirected
federalist_16,federalist_25,3,undirected
federalist_16,federalist_28,7,undirected
federalist_16,federalist_29,9,undirected
federalist_16,federalist_65,4,undirected
federalist_16,federalist_8,4,undirected
federalist_16,federalist_9,9,undirected
federalist_17,federalist,17,undirected
federalist_17,federalist_15,6,undirected
federalist_17,federalist_22,1,undirected
federalist_17,federalist_28,4,undirected
federalist_17,federalist_29,1,undirected
federalist_17,federalist_35,3,undirected
federalist_17,federalist_6,2,undirected
federalist_17,federalist_80,3,undirected
federalist_18,federalist,5,undirected
federalist_18,federalist_19,34,undirected
federalist_18,federalist_20,21,undirected
federalist_18,federalist_47,5,undirected
federalist_18,federalist_6,4,undirected
federalist_19,federalist,9,undirected
federalist_19,federalist_18,34,undirected
federalist_19,federalist_20,20,undirected
federalist_19,federalist_37,1,undirected
federalist_19,federalist_47,3,undirected
federalist_19,federalist_6,2,undirected
federalist_2,federalist,13,undirected
federalist_2,federalist_15,2,undirected
federalist_2,federalist_37,9,undirected
federalist_2,federalist_38,3,undirected
federalist_2,federalist_40,3,undirected
federalist_2,federalist_5,3,undirected
federalist_2,federalist_64,2,undirected
federalist_2,federalist_9,4,undirected
federalist_20,federalist,10,undirected
federalist_20,federalist_18,21,undirected
federalist_20,federalist_19,20,undirected
federalist_20,federalist_42,2,undirected
federalist_20,federalist_6,1,undirected
federalist_21,federalist,16,undirected
federalist_21,federalist_12,5,undirected
federalist_21,federalist_15,5,undirected
federalist_21,federalist_22,10,undirected
federalist_21,federalist_34,3,undirected
federalist_21,federalist_36,1,undirected
federalist_21,federalist_74,1,undirected
federalist_22,federalist,35,undirected
federalist_22,federalist_1,5,undirected
federalist_22,federalist_11,6,undirected
federalist_22,federalist_12,4,undirected
federalist_22,federalist_13,3,undirected
federalist_22,federalist_15,19,undirected
federalist_22,federalist_17,1,undirected
federalist_22,federalist_21,10,undirected
federalist_22,federalist_24,2,undirected
federalist_22,federalist_25,4,undirected
federalist_22,federalist_26,2,undirected
federalist_22,federalist_30,9,undirected
federalist_22,federalist_31,5,undirected
federalist_22,federalist_35,6,undirected
federalist_22,federalist_36,6,undirected
federalist_22,federalist_38,14,undirected
federalist_22,federalist_41,1,undirected
federalist_22,federalist_59,5,undirected
federalist_22,federalist_62,2,undirected
federalist_22,federalist_64,1,undirected
federalist_22,federalist_68,2,undirected
federalist_22,federalist_69,8,undirected
federalist_22,federalist_70,16,undirected
federalist_22,federalist_72,5,undirected
federalist_22,federalist_73,1,undirected
federalist_22,federalist_74,5,undirected
federalist_22,federalist_75,8,undirected
federalist_22,federalist_77,2,undirected
federalist_22,federalist_81,4,undirected
federalist_22,federalist_85,2,undirected
federalist_22,federalist_9,3,undirected
federalist_23,federalist,14,undirected
federalist_23,federalist_14,3,undirected
federalist_23,federalist_30,7,undirected
federalist_23,federalist_31,5,undirected
federalist_23,federalist_36,6,undirected
federalist_23,federalist_80,1,undirected
federalist_24,federalist,15,undirected
federalist_24,federalist_22,2,undirected
federalist_24,federalist_25,13,undirected
federalist_24,federalist_26,12,undirected
federalist_24,federalist_76,2,undirected
federalist_25,federalist,18,undirected
federalist_25,federalist_16,3,undirected
federalist_25,federalist_22,4,undirected
federalist_25,federalist_24,13,undirected
federalist_25,federalist_28,1,undirected
federalist_25,federalist_29,4,undirected
federalist_25,federalist_30,3,undirected
federalist_25,federalist_36,4,undirected
federalist_25,federalist_61,5,undirected
federalist_25,federalist_7,1,undirected
federalist_25,federalist_8,10,undirected
federalist_26,federalist,18,undirected
federalist_26,federalist_22,2,undirected
federalist_26,federalist_24,12,undirected
federalist_26,federalist_28,1,undirected
federalist_26,federalist_29,16,undirected
federalist_26,federalist_34,2,undirected
federalist_26,federalist_59,5,undirected
federalist_26,federalist_73,1,undirected
federalist_26,federalist_76,2,undirected
federalist_26,federalist_77,3,undirected
federalist_26,federalist_79,3,undirected
federalist_27,federalist,14,undirected
federalist_27,federalist_30,1,undirected
federalist_27,federalist_36,14,undirected
federalist_27,federalist_60,4,undirected
federalist_27,federalist_84,3,undirected
federalist_28,federalist,17,undirected
federalist_28,federalist_16,7,undirected
federalist_28,federalist_17,4,undirected
federalist_28,federalist_25,1,undirected
federalist_28,federalist_26,1,undirected
federalist_28,federalist_29,2,undirected
federalist_28,federalist_36,4,undirected
federalist_28,federalist_45,2,undirected
federalist_28,federalist_68,3,undirected
federalist_29,federalist,16,undirected
federalist_29,federalist_13,4,undirected
federalist_29,federalist_16,9,undirected
federalist_29,federalist_17,1,undirected
federalist_29,federalist_25,4,undirected
federalist_29,federalist_26,16,undirected
federalist_29,federalist_28,2,undirected
federalist_29,federalist_60,1,undirected
federalist_29,federalist_66,2,undirected
federalist_29,federalist_72,4,undirected
federalist_29,federalist_74,7,undirected
federalist_3,federalist,8,undirected
federalist_3,federalist_4,34,undirected
federalist_3,federalist_5,2,undirected
federalist_3,federalist_64,11,undirected
federalist_30,federalist,18,undirected
federalist_30,federalist_22,9,undirected
federalist_30,federalist_23,7,undirected
federalist_30,federalist_25,3,undirected
federalist_30,federalist_27,1,undirected
federalist_30,federalist_31,9,undirected
federalist_30,federalist_34,5,undirected
federalist_30,federalist_36,2,undirected
federalist_30,federalist_41,1,undirected
federalist_30,federalist_61,2,undirected
federalist_31,federalist,18,undirected
federalist_31,federalist_22,5,undirected
federalist_31,federalist_23,5,undirected
federalist_31,federalist_30,9,undirected
federalist_31,federalist_36,8,undirected
federalist_31,federalist_78,1,undirected
federalist_31,federalist_82,4,undirected
federalist_32,federalist,5,undirected
federalist_32,federalist_33,15,undirected
federalist_32,federalist_73,2,undirected
federalist_32,federalist_81,12,undirected
federalist_32,federalist_82,5,undirected
federalist_32,federalist_83,1,undirected
federalist_33,federalist,16,undirected
federalist_33,federalist_32,15,undirected
federalist_33,federalist_41,3,undirected
federalist_33,federalist_78,3,undirected
federalist_33,federalist_81,9,undirected
federalist_33,federalist_83,2,undirected
federalist_33,federalist_84,1,undirected
federalist_34,federalist,18,undirected
federalist_34,federalist_12,4,undirected
federalist_34,federalist_21,3,undirected
federalist_34,federalist_26,2,undirected
federalist_34,federalist_30,5,undirected
federalist_34,federalist_35,1,undirected
federalist_34,federalist_79,2,undirected
federalist_34,federalist_83,3,undirected
federalist_35,federalist,18,undirected
federalist_35,federalist_12,2,undirected
federalist_35,federalist_13,1,undirected
federalist_35,federalist_17,3,undirected
federalist_35,federalist_22,6,undirected
federalist_35,federalist_34,1,undirected
federalist_35,federalist_38,5,undirected
federalist_35,federalist_53,1,undirected
federalist_35,federalist_60,9,undirected
federalist_35,federalist_64,5,undirected
federalist_35,federalist_70,1,undirected
federalist_36,federalist,18,undirected
federalist_36,federalist_1,2,undirected
federalist_36,federalist_12,3,undirected
federalist_36,federalist_15,1,undirected
federalist_36,federalist_21,1,undirected
federalist_36,federalist_22,6,undirected
federalist_36,federalist_23,6,undirected
federalist_36,federalist_25,4,undirected
federalist_36,federalist_27,14,undirected
federalist_36,federalist_28,4,undirected
federalist_36,federalist_30,2,undirected
federalist_36,federalist_31,8,undirected
federalist_36,federalist_45,4,undirected
federalist_36,federalist_59,2,undirected
federalist_36,federalist_68,2,undirected
federalist_36,federalist_80,4,undirected
federalist_36,federalist_81,3,undirected
federalist_36,federalist_82,3,undirected
federalist_36,federalist_83,3,undirected
federalist_37,federalist,18,undirected
federalist_37,federalist_10,4,undirected
federalist_37,federalist_12,3,undirected
federalist_37,federalist_14,9,undirected
federalist_37,federalist_19,1,undirected
federalist_37,federalist_2,9,undirected
federalist_37,federalist_38,1,undirected
federalist_37,federalist_40,3,undirected
federalist_37,federalist_43,3,undirected
federalist_37,federalist_48,3,undirected
federalist_37,federalist_62,1,undirected
federalist_37,federalist_63,5,undirected
federalist_37,federalist_64,7,undirected
federalist_38,federalist,17,undirected
federalist_38,federalist_2,3,undirected
federalist_38,federalist_22,14,undirected
federalist_38,federalist_35,5,undirected
federalist_38,federalist_37,1,undirected
federalist_38,federalist_40,9,undirected
federalist_38,federalist_41,2,undirected
federalist_38,federalist_46,4,undirected
federalist_38,federalist_48,8,undirected
federalist_38,federalist_54,6,undirected
federalist_38,federalist_62,9,undirected
federalist_38,federalist_64,1,undirected
federalist_38,federalist_70,4,undirected
federalist_38,federalist_84,5,undirected
federalist_39,federalist,17,undirected
federalist_39,federalist_41,1,undirected
federalist_39,federalist_43,9,undirected
federalist_39,federalist_54,7,undirected
federalist_39,federalist_62,2,undirected
federalist_39,federalist_81,1,undirected
federalist_39,federalist_83,1,undirected
federalist_4,federalist,1,undirected
federalist_4,federalist_11,3,undirected
federalist_4,federalist_3,34,undirected
federalist_4,federalist_5,32,undirected
federalist_4,federalist_64,2,undirected
federalist_40,federalist,16,undirected
federalist_40,federalist_2,3,undirected
federalist_40,federalist_37,3,undirected
federalist_40,federalist_38,9,undirected
federalist_40,federalist_44,2,undirected
federalist_40,federalist_48,3,undirected
federalist_40,federalist_63,3,undirected
federalist_40,federalist_64,3,undirected
federalist_41,federalist,23,undirected
federalist_41,federalist_10,2,undirected
federalist_41,federalist_14,12,undirected
federalist_41,federalist_22,1,undirected
federalist_41,federalist_30,1,undirected
federalist_41,federalist_33,3,undirected
federalist_41,federalist_38,2,undirected
federalist_41,federalist_39,1,undirected
federalist_41,federalist_42,2,undirected
federalist_41,federalist_43,20,undirected
federalist_41,federalist_44,7,undirected
federalist_41,federalist_45,2,undirected
federalist_41,federalist_49,1,undirected
federalist_41,federalist_51,1,undirected
federalist_41,federalist_52,2,undirected
federalist_41,federalist_53,4,undirected
federalist_41,federalist_58,3,undirected
federalist_41,federalist_63,8,undirected
federalist_41,federalist_68,1,undirected
federalist_41,federalist_74,2,undirected
federalist_42,federalist,18,undirected
federalist_42,federalist_20,2,undirected
federalist_42,federalist_41,2,undirected
federalist_42,federalist_43,18,undirected
federalist_42,federalist_44,11,undirected
federalist_42,federalist_47,5,undirected
federalist_42,federalist_63,2,undirected
federalist_42,federalist_67,3,undirected
federalist_42,federalist_69,4,undirected
federalist_42,federalist_80,2,undirected
federalist_42,federalist_81,2,undirected
federalist_43,federalist,17,undirected
federalist_43,federalist_14,1,undirected
federalist_43,federalist_37,3,undirected
federalist_43,federalist_39,9,undirected
federalist_43,federalist_41,20,undirected
federalist_43,federalist_42,18,undirected
federalist_43,federalist_44,2,undirected
federalist_43,federalist_46,1,undirected
federalist_43,federalist_49,6,undirected
federalist_43,federalist_51,15,undirected
federalist_43,federalist_52,1,undirected
federalist_43,federalist_53,4,undirected
federalist_43,federalist_58,2,undirected
federalist_44,federalist,18,undirected
federalist_44,federalist_40,2,undirected
federalist_44,federalist_41,7,undirected
federalist_44,federalist_42,11,undirected
federalist_44,federalist_43,2,undirected
federalist_44,federalist_50,2,undirected
federalist_45,federalist,14,undirected
federalist_45,federalist_28,2,undirected
federalist_45,federalist_36,4,undirected
federalist_45,federalist_41,2,undirected
federalist_45,federalist_46,23,undirected
federalist_46,federalist,16,undirected
federalist_46,federalist_38,4,undirected
federalist_46,federalist_43,1,undirected
federalist_46,federalist_45,23,undirected
federalist_46,federalist_49,8,undirected
federalist_46,federalist_63,1,undirected
federalist_47,federalist,15,undirected
federalist_47,federalist_18,5,undirected
federalist_47,federalist_19,3,undirected
federalist_47,federalist_42,5,undirected
federalist_47,federalist_48,5,undirected
federalist_47,federalist_69,6,undirected
federalist_48,federalist,17,undirected
federalist_48,federalist_37,3,undirected
federalist_48,federalist_38,8,undirected
federalist_48,federalist_40,3,undirected
federalist_48,federalist_47,5,undirected
federalist_48,federalist_49,5,undirected
federalist_48,federalist_50,14,undirected
federalist_48,federalist_54,1,undirected
federalist_48,federalist_63,10,undirected
federalist_49,federalist,18,undirected
federalist_49,federalist_41,1,undirected
federalist_49,federalist_43,6,undirected
federalist_49,federalist_46,8,undirected
federalist_49,federalist_48,5,undirected
federalist_49,federalist_50,2,undirected
federalist_49,federalist_63,6,undirected
federalist_5,federalist,3,undirected
federalist_5,federalist_11,9,undirected
federalist_5,federalist_2,3,undirected
federalist_5,federalist_3,2,undirected
federalist_5,federalist_4,32,undirected
federalist_5,federalist_64,2,undirected
federalist_50,federalist,10,undirected
federalist_50,federalist_44,2,undirected
federalist_50,federalist_48,14,undirected
federalist_50,federalist_49,2,undirected
federalist_50,federalist_58,7,undirected
federalist_50,federalist_63,1,undirected
federalist_51,federalist,12,undirected
federalist_51,federalist_10,1,undirected
federalist_51,federalist_14,1,undirected
federalist_51,federalist_41,1,undirected
federalist_51,federalist_43,15,undirected
federalist_51,federalist_58,3,undirected
federalist_51,federalist_60,1,undirected
federalist_51,federalist_63,2,undirected
federalist_52,federalist,18,undirected
federalist_52,federalist_41,2,undirected
federalist_52,federalist_43,1,undirected
federalist_52,federalist_58,9,undirected
federalist_52,federalist_59,2,undirected
federalist_52,federalist_63,8,undirected
federalist_53,federalist,17,undirected
federalist_53,federalist_10,1,undirected
federalist_53,federalist_35,1,undirected
federalist_53,federalist_41,4,undirected
federalist_53,federalist_43,4,undirected
federalist_53,federalist_55,3,undirected
federalist_53,federalist_56,8,undirected
federalist_53,federalist_57,2,undirected
federalist_53,federalist_58,2,undirected
federalist_53,federalist_62,6,undirected
federalist_53,federalist_63,2,undirected
federalist_54,federalist,15,undirected
federalist_54,federalist_38,6,undirected
federalist_54,federalist_39,7,undirected
federalist_54,federalist_48,1,undirected
federalist_54,federalist_58,2,undirected
federalist_54,federalist_81,6,undirected
federalist_54,federalist_83,5,undirected
federalist_55,federalist,17,undirected
federalist_55,federalist_13,3,undirected
federalist_55,federalist_53,3,undirected
federalist_55,federalist_57,16,undirected
federalist_55,federalist_58,3,undirected
federalist_55,federalist_62,1,undirected
federalist_55,federalist_72,1,undirected
federalist_55,federalist_79,1,undirected
federalist_56,federalist,15,undirected
federalist_56,federalist_11,4,undirected
federalist_56,federalist_12,1,undirected
federalist_56,federalist_53,8,undirected
federalist_56,federalist_58,3,undirected
federalist_56,federalist_62,4,undirected
federalist_56,federalist_84,1,undirected
federalist_57,federalist,16,undirected
federalist_57,federalist_10,1,undirected
federalist_57,federalist_14,6,undirected
federalist_57,federalist_53,2,undirected
federalist_57,federalist_55,16,undirected
federalist_57,federalist_62,9,undirected
federalist_57,federalist_84,4,undirected
federalist_58,federalist,18,undirected
federalist_58,federalist_14,1,undirected
federalist_58,federalist_41,3,undirected
federalist_58,federalist_43,2,undirected
federalist_58,federalist_50,7,undirected
federalist_58,federalist_51,3,undirected
federalist_58,federalist_52,9,undirected
federalist_58,federalist_53,2,undirected
federalist_58,federalist_54,2,undirected
federalist_58,federalist_55,3,undirected
federalist_58,federalist_56,3,undirected
federalist_58,federalist_63,16,undirected
federalist_59,federalist,16,undirected
federalist_59,federalist_22,5,undirected
federalist_59,federalist_26,5,undirected
federalist_59,federalist_36,2,undirected
federalist_59,federalist_52,2,undirected
federalist_59,federalist_60,3,undirected
federalist_59,federalist_61,3,undirected
federalist_59,federalist_81,5,undirected
federalist_6,federalist,13,undirected
federalist_6,federalist_11,8,undirected
federalist_6,federalist_12,1,undirected
federalist_6,federalist_17,2,undirected
federalist_6,federalist_18,4,undirected
federalist_6,federalist_19,2,undirected
federalist_6,federalist_20,1,undirected
federalist_6,federalist_7,1,undirected
